Season,SCALECODE,CONFIGURATION,SIZEVALUEID,QUANTITY,QUANTITYDISTRIBUTIONMETHOD,SCALEDESCRIPTION,SIZERANGEID,Percent
SPSU25,WNUSECSPORTSBRAS XS-L,,M,41,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,41%
SPSU25,WNUSECSPORTSBRAS XS-L,,L,16,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,16%
SPSU25,WNUSECSPORTSBRAS XS-L,,XL,0,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,0%
SPSU25,WNUSECSPORTSBRAS XS-L,,XXL,0,Percent,Womens US Ecomm SPORTSBRAS XS-L,WST,0%
SPSU25,WNUSECSS TOPS,,XXS,0,Percent,Womens US Ecomm SS TOPS,WST,0%
SPSU25,WNUSECSS TOPS,,XS,13,Percent,Womens US Ecomm SS TOPS,WST,13%
SPSU25,WNUSECSS TOPS,,S,40,Percent,Womens US Ecomm SS TOPS,WST,40%
SPSU25,WNUSECSS TOPS,,M,33,Percent,Womens US Ecomm SS TOPS,WST,33%
SPSU25,WNUSECSS TOPS,,L,11,Percent,Womens US Ecomm SS TOPS,WST,11%
SPSU25,WNUSECSS TOPS,,XL,3,Percent,Womens US Ecomm SS TOPS,WST,3%
SPSU25,WNUSECSS TOPS,,XXL,0,Percent,Womens US Ecomm SS TOPS,WST,0%
SPSU25,WNUSECSS Tops Ext.,,XXS,1,Percent,Womens US Ecomm SS Tops Ext.,WST,1%
SPSU25,WNUSECSS Tops Ext.,,XS,11,Percent,Womens US Ecomm SS Tops Ext.,WST,11%
SPSU25,WNUSECSS Tops Ext.,,S,35,Percent,Womens US Ecomm SS Tops Ext.,WST,35%
SPSU25,WNUSECSS Tops Ext.,,M,34,Percent,Womens US Ecomm SS Tops Ext.,WST,34%
SPSU25,WNUSECSS Tops Ext.,,L,14,Percent,Womens US Ecomm SS Tops Ext.,WST,14%
SPSU25,WNUSECSS Tops Ext.,,XL,4,Percent,Womens US Ecomm SS Tops Ext.,WST,4%
SPSU25,WNUSECSS Tops Ext.,,XXL,1,Percent,Womens US Ecomm SS Tops Ext.,WST,1%
SPSU25,WNUSECSWIMBTTMS,,XXS,0,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,0%
SPSU25,WNUSECSWIMBTTMS,,XS,11,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,11%
SPSU25,WNUSECSWIMBTTMS,,S,34,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,34%
SPSU25,WNUSECSWIMBTTMS,,M,37,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,37%
SPSU25,WNUSECSWIMBTTMS,,L,14,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,14%
SPSU25,WNUSECSWIMBTTMS,,XL,4,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,4%
SPSU25,WNUSECSWIMBTTMS,,XXL,0,Percent,Womens US Ecomm SWIM BOTTOMS,WSB,0%
SPSU25,WNUSECSWIMOP,,XXS,0,Percent,Womens US Ecomm SWIM ONE PIECE,WST,0%
SPSU25,WNUSECSWIMOP,,XS,8,Percent,Womens US Ecomm SWIM ONE PIECE,WST,8%
SPSU25,WNUSECSWIMOP,,S,29,Percent,Womens US Ecomm SWIM ONE PIECE,WST,29%
SPSU25,WNUSECSWIMOP,,M,39,Percent,Womens US Ecomm SWIM ONE PIECE,WST,39%
SPSU25,WNUSECSWIMOP,,L,15,Percent,Womens US Ecomm SWIM ONE PIECE,WST,15%
SPSU25,WNUSECSWIMOP,,XL,9,Percent,Womens US Ecomm SWIM ONE PIECE,WST,9%
SPSU25,WNUSECSWIMOP,,XXL,0,Percent,Womens US Ecomm SWIM ONE PIECE,WST,0%
SPSU25,WNUSECSWIMTOPS,,XXS,0,Percent,Womens US Ecomm SWIM TOPS,WST,0%
SPSU25,WNUSECSWIMTOPS,,XS,11,Percent,Womens US Ecomm SWIM TOPS,WST,11%
SPSU25,WNUSECSWIMTOPS,,S,28,Percent,Womens US Ecomm SWIM TOPS,WST,28%
SPSU25,WNUSECSWIMTOPS,,M,41,Percent,Womens US Ecomm SWIM TOPS,WST,41%
SPSU25,WNUSECSWIMTOPS,,L,15,Percent,Womens US Ecomm SWIM TOPS,WST,15%
SPSU25,WNUSECSWIMTOPS,,XL,5,Percent,Womens US Ecomm SWIM TOPS,WST,5%
SPSU25,WNUSECSWIMTOPS,,XXL,0,Percent,Womens US Ecomm SWIM TOPS,WST,0%
SPSU25,WNUSECTANKS,,XXS,0,Percent,Womens US Ecomm TANKS,WST,0%
SPSU25,WNUSECTANKS,,XS,13,Percent,Womens US Ecomm TANKS,WST,13%
SPSU25,WNUSECTANKS,,S,41,Percent,Womens US Ecomm TANKS,WST,41%
SPSU25,WNUSECTANKS,,M,32,Percent,Womens US Ecomm TANKS,WST,32%
SPSU25,WNUSECTANKS,,L,11,Percent,Womens US Ecomm TANKS,WST,11%
SPSU25,WNUSECTANKS,,XL,3,Percent,Womens US Ecomm TANKS,WST,3%
SPSU25,WNUSECTANKS,,XXL,0,Percent,Womens US Ecomm TANKS,WST,0%
SPSU25,WNUSECTANKS Ext.,,XXS,1,Percent,Womens US Ecomm TANKS Ext.,WST,1%
SPSU25,WNUSECTANKS Ext.,,XS,13,Percent,Womens US Ecomm TANKS Ext.,WST,13%
SPSU25,WNUSECTANKS Ext.,,S,39,Percent,Womens US Ecomm TANKS Ext.,WST,39%
SPSU25,WNUSECTANKS Ext.,,M,32,Percent,Womens US Ecomm TANKS Ext.,WST,32%
SPSU25,WNUSECTANKS Ext.,,L,11,Percent,Womens US Ecomm TANKS Ext.,WST,11%
SPSU25,WNUSECTANKS Ext.,,XL,3,Percent,Womens US Ecomm TANKS Ext.,WST,3%
SPSU25,WNUSECTANKS Ext.,,XXL,1,Percent,Womens US Ecomm TANKS Ext.,WST,1%
SPSU25,WNUSECVESTS Ext.,,XXS,2,Percent,Womens US Ecomm VESTS Ext.,WST,2%
SPSU25,WNUSECVESTS Ext.,,XS,18,Percent,Womens US Ecomm VESTS Ext.,WST,18%
SPSU25,WNUSECVESTS Ext.,,S,39,Percent,Womens US Ecomm VESTS Ext.,WST,39%
SPSU25,WNUSECVESTS Ext.,,M,21,Percent,Womens US Ecomm VESTS Ext.,WST,21%
SPSU25,WNUSECVESTS Ext.,,L,10,Percent,Womens US Ecomm VESTS Ext.,WST,10%
SPSU25,WNUSECVESTS Ext.,,XL,9,Percent,Womens US Ecomm VESTS Ext.,WST,9%
SPSU25,WNUSECVESTS Ext.,,XXL,1,Percent,Womens US Ecomm VESTS Ext.,WST,1%
SPSU25,MNUSRTBOARDSHORTS,,28,4,Percent,Mens US Retail BOARDSHORTS,MFB,4%
SPSU25,MNUSRTBOARDSHORTS,,30,9,Percent,Mens US Retail BOARDSHORTS,MFB,9%
SPSU25,MNUSRTBOARDSHORTS,,31,8,Percent,Mens US Retail BOARDSHORTS,MFB,8%
SPSU25,MNUSRTBOARDSHORTS,,32,20,Percent,Mens US Retail BOARDSHORTS,MFB,20%
SPSU25,MNUSRTBOARDSHORTS,,33,18,Percent,Mens US Retail BOARDSHORTS,MFB,18%
SPSU25,MNUSRTBOARDSHORTS,,34,23,Percent,Mens US Retail BOARDSHORTS,MFB,23%
SPSU25,MNUSRTBOARDSHORTS,,36,13,Percent,Mens US Retail BOARDSHORTS,MFB,13%
SPSU25,MNUSRTBOARDSHORTS,,38,5,Percent,Mens US Retail BOARDSHORTS,MFB,5%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,XXS,0,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,0%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,XS,0,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,0%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,S,19,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,19%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,M,41,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,41%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,L,30,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,30%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,XL,8,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,8%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,XXL,2,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,2%
SPSU25,MNUSRTBOARDSHORTS S-XXL,,3XL,0,Percent,Mens US Retail BOARDSHORTS S-XXL,MSB,0%
SPSU25,MNUSRT SWIM TOPS,,XXS,0,Percent,Mens US Retail Swim Tops,MST,0%
SPSU25,MNUSRT SWIM TOPS,,XS,0,Percent,Mens US Retail Swim Tops,MST,0%
SPSU25,MNUSRT SWIM TOPS,,S,7,Percent,Mens US Retail Swim Tops,MST,7%
SPSU25,MNUSRT SWIM TOPS,,M,25,Percent,Mens US Retail Swim Tops,MST,25%
SPSU25,MNUSRT SWIM TOPS,,L,41,Percent,Mens US Retail Swim Tops,MST,41%
SPSU25,MNUSRT SWIM TOPS,,XL,21,Percent,Mens US Retail Swim Tops,MST,21%
SPSU25,MNUSRT SWIM TOPS,,XXL,6,Percent,Mens US Retail Swim Tops,MST,6%
SPSU25,MNUSRT SWIM TOPS,,3XL,0,Percent,Mens US Retail Swim Tops,MST,0%
SPSU25,MNUSRTFLEECE,,XXS,0,Percent,Mens US Retail FLEECE,MST,0%
SPSU25,MNUSRTFLEECE,,XS,0,Percent,Mens US Retail FLEECE,MST,0%
SPSU25,MNUSRTFLEECE,,S,9,Percent,Mens US Retail FLEECE,MST,9%
SPSU25,MNUSRTFLEECE,,M,28,Percent,Mens US Retail FLEECE,MST,28%
SPSU25,MNUSRTFLEECE,,L,37,Percent,Mens US Retail FLEECE,MST,37%
SPSU25,MNUSRTFLEECE,,XL,21,Percent,Mens US Retail FLEECE,MST,21%
SPSU25,MNUSRTFLEECE,,XXL,5,Percent,Mens US Retail FLEECE,MST,5%
SPSU25,MNUSRTFLEECE,,3XL,0,Percent,Mens US Retail FLEECE,MST,0%
SPSU25,MNUSRTFLEECE,,XXS,0,Percent,Mens US Retail FLEECE,MST,0%
SPSU25,MNUSRTFLEECE,,XS,0,Percent,Mens US Retail FLEECE,MST,0%
SPSU25,MNUSRTFLEECE,,S,9,Percent,Mens US Retail FLEECE,MST,9%
SPSU25,MNUSRTFLEECE,,M,28,Percent,Mens US Retail FLEECE,MST,28%
SPSU25,MNUSRTFLEECE,,L,37,Percent,Mens US Retail FLEECE,MST,37%
SPSU25,MNUSRTFLEECE,,XL,21,Percent,Mens US Retail FLEECE,MST,21%
SPSU25,MNUSRTFLEECE,,XXL,5,Percent,Mens US Retail FLEECE,MST,5%
SPSU25,MNUSRTFLEECE,,3XL,0,Percent,Mens US Retail FLEECE,MST,0%
SPSU25,MNUSRT SHIRT JKTS,,XXS,0,Percent,Mens US Retail Shirt Jackets,MST,0%
SPSU25,MNUSRT SHIRT JKTS,,XS,0,Percent,Mens US Retail Shirt Jackets,MST,0%
SPSU25,MNUSRT SHIRT JKTS,,S,9,Percent,Mens US Retail Shirt Jackets,MST,9%
SPSU25,MNUSRT SHIRT JKTS,,M,30,Percent,Mens US Retail Shirt Jackets,MST,30%
SPSU25,MNUSRT SHIRT JKTS,,L,36,Percent,Mens US Retail Shirt Jackets,MST,36%
SPSU25,MNUSRT SHIRT JKTS,,XL,20,Percent,Mens US Retail Shirt Jackets,MST,20%
SPSU25,MNUSRT SHIRT JKTS,,XXL,5,Percent,Mens US Retail Shirt Jackets,MST,5%
SPSU25,MNUSRT SHIRT JKTS,,3XL,0,Percent,Mens US Retail Shirt Jackets,MST,0%
SPSU25,MNUSRTJACKETS,,XXS,0,Percent,Mens US Retail JACKETS,MST,0%
SPSU25,MNUSRTJACKETS,,XS,0,Percent,Mens US Retail JACKETS,MST,0%
SPSU25,MNUSRTJACKETS,,S,9,Percent,Mens US Retail JACKETS,MST,9%
SPSU25,MNUSRTJACKETS,,M,28,Percent,Mens US Retail JACKETS,MST,28%
SPSU25,MNUSRTJACKETS,,L,36,Percent,Mens US Retail JACKETS,MST,36%
SPSU25,MNUSRTJACKETS,,XL,21,Percent,Mens US Retail JACKETS,MST,21%
SPSU25,MNUSRTJACKETS,,XXL,6,Percent,Mens US Retail JACKETS,MST,6%
SPSU25,MNUSRTJACKETS,,3XL,0,Percent,Mens US Retail JACKETS,MST,0%
SPSU25,MNUSRT BOXERS,,XXS,0,Percent,Mens US Retail Boxers,MSB,0%
SPSU25,MNUSRT BOXERS,,XS,2,Percent,Mens US Retail Boxers,MSB,2%
SPSU25,MNUSRT BOXERS,,S,12,Percent,Mens US Retail Boxers,MSB,12%
SPSU25,MNUSRT BOXERS,,M,40,Percent,Mens US Retail Boxers,MSB,40%
SPSU25,MNUSRT BOXERS,,L,34,Percent,Mens US Retail Boxers,MSB,34%
SPSU25,MNUSRT BOXERS,,XL,10,Percent,Mens US Retail Boxers,MSB,10%
SPSU25,MNUSRT BOXERS,,XXL,2,Percent,Mens US Retail Boxers,MSB,2%
SPSU25,MNUSRT BOXERS,,3XL,0,Percent,Mens US Retail Boxers,MSB,0%
SPSU25,MNUSRTELASTIC PANTS,,XXS,0,Percent,Mens US Retail ELASTIC PANTS,MSB,0%
SPSU25,MNUSRTELASTIC PANTS,,XS,0,Percent,Mens US Retail ELASTIC PANTS,MSB,0%
SPSU25,MNUSRTELASTIC PANTS,,S,13,Percent,Mens US Retail ELASTIC PANTS,MSB,13%
SPSU25,MNUSRTELASTIC PANTS,,M,34,Percent,Mens US Retail ELASTIC PANTS,MSB,34%
SPSU25,MNUSRTELASTIC PANTS,,L,34,Percent,Mens US Retail ELASTIC PANTS,MSB,34%
SPSU25,MNUSRTELASTIC PANTS,,XL,15,Percent,Mens US Retail ELASTIC PANTS,MSB,15%
SPSU25,MNUSRTELASTIC PANTS,,XXL,4,Percent,Mens US Retail ELASTIC PANTS,MSB,4%
SPSU25,MNUSRTELASTIC PANTS,,3XL,0,Percent,Mens US Retail ELASTIC PANTS,MSB,0%
SPSU25,MNUSRTFIXED PANTS EXT,,28,4,Percent,Mens US Retail FIXED PANTS EXT,MFB,4%
SPSU25,MNUSRTFIXED PANTS EXT,,30,9,Percent,Mens US Retail FIXED PANTS EXT,MFB,9%
SPSU25,MNUSRTFIXED PANTS EXT,,31,8,Percent,Mens US Retail FIXED PANTS EXT,MFB,8%
SPSU25,MNUSRTFIXED PANTS EXT,,32,20,Percent,Mens US Retail FIXED PANTS EXT,MFB,20%
SPSU25,MNUSRTFIXED PANTS EXT,,33,17,Percent,Mens US Retail FIXED PANTS EXT,MFB,17%
SPSU25,MNUSRTFIXED PANTS EXT,,34,23,Percent,Mens US Retail FIXED PANTS EXT,MFB,23%
SPSU25,MNUSRTFIXED PANTS EXT,,36,14,Percent,Mens US Retail FIXED PANTS EXT,MFB,14%
SPSU25,MNUSRTFIXED PANTS EXT,,38,5,Percent,Mens US Retail FIXED PANTS EXT,MFB,5%
SPSU25,MNUSRTFIXED PANTS EXT,,28,4,Percent,Mens US Retail FIXED PANTS EXT,MFB,4%
SPSU25,MNUSRTFIXED PANTS EXT,,30,9,Percent,Mens US Retail FIXED PANTS EXT,MFB,9%
SPSU25,MNUSRTFIXED PANTS EXT,,31,8,Percent,Mens US Retail FIXED PANTS EXT,MFB,8%
SPSU25,MNUSRTFIXED PANTS EXT,,32,20,Percent,Mens US Retail FIXED PANTS EXT,MFB,20%
SPSU25,MNUSRTFIXED PANTS EXT,,33,17,Percent,Mens US Retail FIXED PANTS EXT,MFB,17%
SPSU25,MNUSRTFIXED PANTS EXT,,34,23,Percent,Mens US Retail FIXED PANTS EXT,MFB,23%
SPSU25,MNUSRTFIXED PANTS EXT,,36,14,Percent,Mens US Retail FIXED PANTS EXT,MFB,14%
SPSU25,MNUSRTFIXED PANTS EXT,,38,5,Percent,Mens US Retail FIXED PANTS EXT,MFB,5%
SPSU25,MNUSRTFIXED PANTS EXT,,28,4,Percent,Mens US Retail FIXED PANTS EXT,MFB,4%
SPSU25,MNUSRTFIXED PANTS EXT,,30,9,Percent,Mens US Retail FIXED PANTS EXT,MFB,9%
SPSU25,MNUSRTFIXED PANTS EXT,,31,8,Percent,Mens US Retail FIXED PANTS EXT,MFB,8%
SPSU25,MNUSRTFIXED PANTS EXT,,32,20,Percent,Mens US Retail FIXED PANTS EXT,MFB,20%
SPSU25,MNUSRTFIXED PANTS EXT,,33,17,Percent,Mens US Retail FIXED PANTS EXT,MFB,17%
SPSU25,MNUSRTFIXED PANTS EXT,,34,23,Percent,Mens US Retail FIXED PANTS EXT,MFB,23%
SPSU25,MNUSRTFIXED PANTS EXT,,36,14,Percent,Mens US Retail FIXED PANTS EXT,MFB,14%
SPSU25,MNUSRTFIXED PANTS EXT,,38,5,Percent,Mens US Retail FIXED PANTS EXT,MFB,5%
SPSU25,MNUSRTJOGGERS,,XXS,0,Percent,Mens US Retail JOGGERS,MSB,0%
SPSU25,MNUSRTJOGGERS,,XS,0,Percent,Mens US Retail JOGGERS,MSB,0%
SPSU25,MNUSRTJOGGERS,,S,13,Percent,Mens US Retail JOGGERS,MSB,13%
SPSU25,MNUSRTJOGGERS,,M,34,Percent,Mens US Retail JOGGERS,MSB,34%
SPSU25,MNUSRTJOGGERS,,L,35,Percent,Mens US Retail JOGGERS,MSB,35%
SPSU25,MNUSRTJOGGERS,,XL,14,Percent,Mens US Retail JOGGERS,MSB,14%
SPSU25,MNUSRTJOGGERS,,XXL,4,Percent,Mens US Retail JOGGERS,MSB,4%
SPSU25,MNUSRTJOGGERS,,3XL,0,Percent,Mens US Retail JOGGERS,MSB,0%
SPSU25,MNUSRTPRINTABLES,,XXS,0,Percent,Mens US Retail PRINTABLES,MST,0%
SPSU25,MNUSRTPRINTABLES,,XS,0,Percent,Mens US Retail PRINTABLES,MST,0%
SPSU25,MNUSRTPRINTABLES,,S,8,Percent,Mens US Retail PRINTABLES,MST,8%
SPSU25,MNUSRTPRINTABLES,,M,28,Percent,Mens US Retail PRINTABLES,MST,28%
SPSU25,MNUSRTPRINTABLES,,L,40,Percent,Mens US Retail PRINTABLES,MST,40%
SPSU25,MNUSRTPRINTABLES,,XL,24,Percent,Mens US Retail PRINTABLES,MST,24%
SPSU25,MNUSRTPRINTABLES,,XXL,0,Percent,Mens US Retail PRINTABLES,MST,0%
SPSU25,MNUSRTPRINTABLES,,3XL,0,Percent,Mens US Retail PRINTABLES,MST,0%
SPSU25,MNUSRTPRINTABLES S-XXL,,XXS,0,Percent,Mens US Retail Printables S-XXL,MST,0%
SPSU25,MNUSRTPRINTABLES S-XXL,,XS,0,Percent,Mens US Retail Printables S-XXL,MST,0%
SPSU25,MNUSRTPRINTABLES S-XXL,,S,8,Percent,Mens US Retail Printables S-XXL,MST,8%
SPSU25,MNUSRTPRINTABLES S-XXL,,M,28,Percent,Mens US Retail Printables S-XXL,MST,28%
SPSU25,MNUSRTPRINTABLES S-XXL,,L,40,Percent,Mens US Retail Printables S-XXL,MST,40%
SPSU25,MNUSRTPRINTABLES S-XXL,,XL,19,Percent,Mens US Retail Printables S-XXL,MST,19%
SPSU25,MNUSRTPRINTABLES S-XXL,,XXL,5,Percent,Mens US Retail Printables S-XXL,MST,5%
SPSU25,MNUSRTPRINTABLES S-XXL,,3XL,0,Percent,Mens US Retail Printables S-XXL,MST,0%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,XXS,0,Percent,Mens US Retail ELASTIC SHORTS,MSB,0%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,XS,0,Percent,Mens US Retail ELASTIC SHORTS,MSB,0%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,S,12,Percent,Mens US Retail ELASTIC SHORTS,MSB,12%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,M,35,Percent,Mens US Retail ELASTIC SHORTS,MSB,35%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,L,35,Percent,Mens US Retail ELASTIC SHORTS,MSB,35%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,XL,14,Percent,Mens US Retail ELASTIC SHORTS,MSB,14%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,XXL,4,Percent,Mens US Retail ELASTIC SHORTS,MSB,4%
SPSU25,MNUSRETAIL ELASTIC SHORTS,,3XL,0,Percent,Mens US Retail ELASTIC SHORTS,MSB,0%
SPSU25,"MNUSRETAIL 5"" SHORTS",,XXS,0,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,0%
SPSU25,"MNUSRETAIL 5"" SHORTS",,XS,0,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,0%
SPSU25,"MNUSRETAIL 5"" SHORTS",,S,17,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,17%
SPSU25,"MNUSRETAIL 5"" SHORTS",,M,40,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,40%
SPSU25,"MNUSRETAIL 5"" SHORTS",,L,31,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,31%
SPSU25,"MNUSRETAIL 5"" SHORTS",,XL,10,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,10%
SPSU25,"MNUSRETAIL 5"" SHORTS",,XXL,2,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,2%
SPSU25,"MNUSRETAIL 5"" SHORTS",,3XL,0,Percent,"Mens US Retail ELASTIC SHORTS 5""",MSB,0%
SPSU25,MNUSRT FIXED SHORTS,,28,3,Percent,Mens US Retail FIXED SHORTS,MFB,3%
SPSU25,MNUSRT FIXED SHORTS,,30,8,Percent,Mens US Retail FIXED SHORTS,MFB,8%
SPSU25,MNUSRT FIXED SHORTS,,31,9,Percent,Mens US Retail FIXED SHORTS,MFB,9%
SPSU25,MNUSRT FIXED SHORTS,,32,20,Percent,Mens US Retail FIXED SHORTS,MFB,20%
SPSU25,MNUSRT FIXED SHORTS,,33,18,Percent,Mens US Retail FIXED SHORTS,MFB,18%
SPSU25,MNUSRT FIXED SHORTS,,34,22,Percent,Mens US Retail FIXED SHORTS,MFB,22%
SPSU25,MNUSRT FIXED SHORTS,,36,15,Percent,Mens US Retail FIXED SHORTS,MFB,15%
SPSU25,MNUSRT FIXED SHORTS,,38,5,Percent,Mens US Retail FIXED SHORTS,MFB,5%
SPSU25,MNUSRTLS TOPS,,XXS,0,Percent,Mens US Retail LS TOPS,MST,0%
SPSU25,MNUSRTLS TOPS,,XS,0,Percent,Mens US Retail LS TOPS,MST,0%
SPSU25,MNUSRTLS TOPS,,S,10,Percent,Mens US Retail LS TOPS,MST,10%
SPSU25,MNUSRTLS TOPS,,M,30,Percent,Mens US Retail LS TOPS,MST,30%
SPSU25,MNUSRTLS TOPS,,L,37,Percent,Mens US Retail LS TOPS,MST,37%
SPSU25,MNUSRTLS TOPS,,XL,18,Percent,Mens US Retail LS TOPS,MST,18%
SPSU25,MNUSRTLS TOPS,,XXL,5,Percent,Mens US Retail LS TOPS,MST,5%
SPSU25,MNUSRTLS TOPS,,3XL,0,Percent,Mens US Retail LS TOPS,MST,0%
SPSU25,MNUSRTLS TOPS,,XXS,0,Percent,Mens US Retail LS TOPS,MST,0%
SPSU25,MNUSRTLS TOPS,,XS,0,Percent,Mens US Retail LS TOPS,MST,0%
SPSU25,MNUSRTLS TOPS,,S,10,Percent,Mens US Retail LS TOPS,MST,10%
SPSU25,MNUSRTLS TOPS,,M,30,Percent,Mens US Retail LS TOPS,MST,30%
SPSU25,MNUSRTLS TOPS,,L,37,Percent,Mens US Retail LS TOPS,MST,37%
SPSU25,MNUSRTLS TOPS,,XL,18,Percent,Mens US Retail LS TOPS,MST,18%
SPSU25,MNUSRTLS TOPS,,XXL,5,Percent,Mens US Retail LS TOPS,MST,5%
SPSU25,MNUSRTLS TOPS,,3XL,0,Percent,Mens US Retail LS TOPS,MST,0%
SPSU25,MNUSRTLS BD TOPS,,XXS,0,Percent,Mens US Retail LS BD Tops,MST,0%
SPSU25,MNUSRTLS BD TOPS,,XS,0,Percent,Mens US Retail LS BD Tops,MST,0%
SPSU25,MNUSRTLS BD TOPS,,S,8,Percent,Mens US Retail LS BD Tops,MST,8%
SPSU25,MNUSRTLS BD TOPS,,M,29,Percent,Mens US Retail LS BD Tops,MST,29%
SPSU25,MNUSRTLS BD TOPS,,L,38,Percent,Mens US Retail LS BD Tops,MST,38%
SPSU25,MNUSRTLS BD TOPS,,XL,20,Percent,Mens US Retail LS BD Tops,MST,20%
SPSU25,MNUSRTLS BD TOPS,,XXL,5,Percent,Mens US Retail LS BD Tops,MST,5%
SPSU25,MNUSRTLS BD TOPS,,3XL,0,Percent,Mens US Retail LS BD Tops,MST,0%
SPSU25,MNUSRTSS TOPS,,XXS,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,XS,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,S,9,Percent,Mens US Retail SS TOPS,MST,9%
SPSU25,MNUSRTSS TOPS,,M,29,Percent,Mens US Retail SS TOPS,MST,29%
SPSU25,MNUSRTSS TOPS,,L,36,Percent,Mens US Retail SS TOPS,MST,36%
SPSU25,MNUSRTSS TOPS,,XL,20,Percent,Mens US Retail SS TOPS,MST,20%
SPSU25,MNUSRTSS TOPS,,XXL,6,Percent,Mens US Retail SS TOPS,MST,6%
SPSU25,MNUSRTSS TOPS,,3XL,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,XXS,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,XS,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,S,9,Percent,Mens US Retail SS TOPS,MST,9%
SPSU25,MNUSRTSS TOPS,,M,29,Percent,Mens US Retail SS TOPS,MST,29%
SPSU25,MNUSRTSS TOPS,,L,36,Percent,Mens US Retail SS TOPS,MST,36%
SPSU25,MNUSRTSS TOPS,,XL,20,Percent,Mens US Retail SS TOPS,MST,20%
SPSU25,MNUSRTSS TOPS,,XXL,6,Percent,Mens US Retail SS TOPS,MST,6%
SPSU25,MNUSRTSS TOPS,,3XL,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,XXS,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,XS,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRTSS TOPS,,S,9,Percent,Mens US Retail SS TOPS,MST,9%
SPSU25,MNUSRTSS TOPS,,M,29,Percent,Mens US Retail SS TOPS,MST,29%
SPSU25,MNUSRTSS TOPS,,L,36,Percent,Mens US Retail SS TOPS,MST,36%
SPSU25,MNUSRTSS TOPS,,XL,20,Percent,Mens US Retail SS TOPS,MST,20%
SPSU25,MNUSRTSS TOPS,,XXL,6,Percent,Mens US Retail SS TOPS,MST,6%
SPSU25,MNUSRTSS TOPS,,3XL,0,Percent,Mens US Retail SS TOPS,MST,0%
SPSU25,MNUSRT POLOS,,XXS,0,Percent,Mens US Retail Polos,MST,0%
SPSU25,MNUSRT POLOS,,XS,0,Percent,Mens US Retail Polos,MST,0%
SPSU25,MNUSRT POLOS,,S,8,Percent,Mens US Retail Polos,MST,8%
SPSU25,MNUSRT POLOS,,M,29,Percent,Mens US Retail Polos,MST,29%
SPSU25,MNUSRT POLOS,,L,37,Percent,Mens US Retail Polos,MST,37%
SPSU25,MNUSRT POLOS,,XL,20,Percent,Mens US Retail Polos,MST,20%
SPSU25,MNUSRT POLOS,,XXL,6,Percent,Mens US Retail Polos,MST,6%
SPSU25,MNUSRT POLOS,,3XL,0,Percent,Mens US Retail Polos,MST,0%
